timestamp,transaction_id,amount,category
2026-01-08 01:00:00,TX_000169,546.89,АЗС
2026-01-08 02:00:00,TX_000170,665.93,АЗС
2026-01-08 03:00:00,TX_000171,108.36,Аптеки
2026-01-08 04:00:00,TX_000172,458.82,Супермаркеты
2026-01-08 05:00:00,TX_000173,228.41,Кафе
2026-01-08 06:00:00,TX_000174,618.06,Супермаркеты
2026-01-08 07:00:00,TX_000175,195.8,Кафе
2026-01-08 08:00:00,TX_000176,687.11,Кафе
2026-01-08 09:00:00,TX_000177,344.48,Супермаркеты
2026-01-08 10:00:00,TX_000178,1480.17,АЗС
2026-01-08 11:00:00,TX_000179,173.97,Кафе
2026-01-08 12:00:00,TX_000180,308.57,Супермаркеты
2026-01-08 13:00:00,TX_000181,160.22,Кафе
2026-01-08 14:00:00,TX_000182,1393.1,Транспорт
2026-01-08 15:00:00,TX_000183,1149.17,АЗС
2026-01-08 16:00:00,TX_000184,249.16,Аптеки
2026-01-08 17:00:00,TX_000185,639.38,Кафе
2026-01-08 18:00:00,TX_000186,949.74,Транспорт
2026-01-08 19:00:00,TX_000187,505.07,Аптеки
2026-01-08 20:00:00,TX_000188,477.14,Аптеки
2026-01-08 21:00:00,TX_000189,238.44,Кафе
2026-01-08 22:00:00,TX_000190,148.86,Супермаркеты
2026-01-08 23:00:00,TX_000191,1237.56,Кафе
2026-01-09 00:00:00,TX_000192,1253.39,Транспорт
2026-01-09 01:00:00,TX_000193,601.33,Аптеки
2026-01-09 02:00:00,TX_000194,307.02,Кафе
2026-01-09 03:00:00,TX_000195,314.78,Супермаркеты
2026-01-09 04:00:00,TX_000196,747.23,Кафе
2026-01-09 05:00:00,TX_000197,1237.05,АЗС
2026-01-09 06:00:00,TX_000198,1190.57,Супермаркеты
2026-01-09 07:00:00,TX_000199,856.78,Транспорт
2026-01-09 08:00:00,TX_000200,613.66,Аптеки
2026-01-09 09:00:00,TX_000201,143.95,Кафе
2026-01-09 10:00:00,TX_000202,188.15,Супермаркеты
2026-01-09 11:00:00,TX_000203,1244.12,АЗС
2026-01-09 12:00:00,TX_000204,566.25,Супермаркеты
2026-01-09 13:00:00,TX_000205,104.62,АЗС
2026-01-09 14:00:00,TX_000206,153.5,Транспорт
2026-01-09 15:00:00,TX_000207,644.58,Аптеки
2026-01-09 16:00:00,TX_000208,102.54,Транспорт
2026-01-09 17:00:00,TX_000209,187.66,Кафе
2026-01-09 18:00:00,TX_000210,497.85,Супермаркеты
2026-01-09 19:00:00,TX_000211,688.66,АЗС
2026-01-09 20:00:00,TX_000212,627.72,АЗС
2026-01-09 21:00:00,TX_000213,226.97,Супермаркеты
2026-01-09 22:00:00,TX_000214,722.71,Супермаркеты
2026-01-09 23:00:00,TX_000215,132330.94,Кафе
2026-01-10 00:00:00,TX_000216,296.82,Транспорт
2026-01-10 01:00:00,TX_000217,786.18,АЗС
2026-01-10 02:00:00,TX_000218,624.39,Кафе
2026-01-10 03:00:00,TX_000219,1045.98,Транспорт
2026-01-10 04:00:00,TX_000220,635.91,Кафе
2026-01-10 05:00:00,TX_000221,520.02,АЗС
2026-01-10 06:00:00,TX_000222,149.18,Супермаркеты
2026-01-10 07:00:00,TX_000223,329.21,Супермаркеты
2026-01-10 08:00:00,TX_000224,254.08,Транспорт
2026-01-10 09:00:00,TX_000225,239.85,Аптеки
2026-01-10 10:00:00,TX_000226,1906.15,Транспорт
2026-01-10 11:00:00,TX_000227,349.69,Аптеки
2026-01-10 12:00:00,TX_000228,1213.03,Кафе
2026-01-10 13:00:00,TX_000229,598.67,Кафе
2026-01-10 14:00:00,TX_000230,891.91,АЗС
2026-01-10 15:00:00,TX_000231,449.22,Аптеки
2026-01-10 16:00:00,TX_000232,530.08,АЗС
2026-01-10 17:00:00,TX_000233,439.15,Супермаркеты
2026-01-10 18:00:00,TX_000234,208.61,Аптеки
2026-01-10 19:00:00,TX_000235,740.88,Транспорт
2026-01-10 20:00:00,TX_000236,264.79,Супермаркеты
2026-01-10 21:00:00,TX_000237,112.31,Супермаркеты
2026-01-10 22:00:00,TX_000238,618.48,Транспорт
2026-01-10 23:00:00,TX_000239,197.47,Супермаркеты
2026-01-11 00:00:00,TX_000240,1510.54,Аптеки
2026-01-11 01:00:00,TX_000241,1638.78,АЗС
2026-01-11 02:00:00,TX_000242,1331.75,Супермаркеты
2026-01-11 03:00:00,TX_000243,331.14,Аптеки
2026-01-11 04:00:00,TX_000244,107.79,Кафе
2026-01-11 05:00:00,TX_000245,1417.76,Аптеки
2026-01-11 06:00:00,TX_000246,379.47,АЗС
2026-01-11 07:00:00,TX_000247,1800.42,Аптеки
2026-01-11 08:00:00,TX_000248,1756.87,Транспорт
2026-01-11 09:00:00,TX_000249,1058.69,АЗС
2026-01-11 10:00:00,TX_000250,274.39,Кафе
2026-01-11 11:00:00,TX_000251,343.15,Транспорт
2026-01-11 12:00:00,TX_000252,1052.36,Аптеки
2026-01-11 13:00:00,TX_000253,290.57,АЗС
2026-01-11 14:00:00,TX_000254,192.86,Кафе
2026-01-11 15:00:00,TX_000255,506.87,Транспорт
2026-01-11 16:00:00,TX_000256,1475.65,Кафе
2026-01-11 17:00:00,TX_000257,695.41,Аптеки
2026-01-11 18:00:00,TX_000258,522.06,Кафе
2026-01-11 19:00:00,TX_000259,151.11,Супермаркеты
2026-01-11 20:00:00,TX_000260,577.27,Транспорт
2026-01-11 21:00:00,TX_000261,2405.28,Кафе
2026-01-11 22:00:00,TX_000262,175.46,Аптеки
2026-01-11 23:00:00,TX_000263,465.25,Аптеки
2026-01-12 00:00:00,TX_000264,1149.3,Кафе
2026-01-12 01:00:00,TX_000265,775.02,Аптеки
2026-01-12 02:00:00,TX_000266,697.04,АЗС
2026-01-12 03:00:00,TX_000267,706.14,АЗС
2026-01-12 04:00:00,TX_000268,322.75,АЗС
2026-01-12 05:00:00,TX_000269,273.78,Супермаркеты
2026-01-12 06:00:00,TX_000270,928.69,Кафе
2026-01-12 07:00:00,TX_000271,930.66,Супермаркеты
2026-01-12 08:00:00,TX_000272,1108.98,Аптеки
2026-01-12 09:00:00,TX_000273,1322.31,Супермаркеты
2026-01-12 10:00:00,TX_000274,458.05,Аптеки
2026-01-12 11:00:00,TX_000275,448.09,Аптеки
2026-01-12 12:00:00,TX_000276,900.47,Транспорт
2026-01-12 13:00:00,TX_000277,624.86,АЗС
2026-01-12 14:00:00,TX_000278,705.28,Аптеки
2026-01-12 15:00:00,TX_000279,894.31,Транспорт
2026-01-12 16:00:00,TX_000280,1203.66,АЗС
2026-01-12 17:00:00,TX_000281,306.24,Аптеки
2026-01-12 18:00:00,TX_000282,335.47,Аптеки
2026-01-12 19:00:00,TX_000283,149.35,Супермаркеты
2026-01-12 20:00:00,TX_000284,531.71,Супермаркеты
2026-01-12 21:00:00,TX_000285,118.3,АЗС
2026-01-12 22:00:00,TX_000286,413.3,Аптеки
2026-01-12 23:00:00,TX_000287,491.15,Кафе
2026-01-13 00:00:00,TX_000288,268.82,Супермаркеты
2026-01-13 01:00:00,TX_000289,546.82,АЗС
2026-01-13 02:00:00,TX_000290,115.49,Аптеки
2026-01-13 03:00:00,TX_000291,119.03,Аптеки
2026-01-13 04:00:00,TX_000292,964.68,Кафе
2026-01-13 05:00:00,TX_000293,323.29,АЗС
2026-01-13 06:00:00,TX_000294,167.94,Аптеки
2026-01-13 07:00:00,TX_000295,469.33,Супермаркеты
2026-01-13 08:00:00,TX_000296,834.82,Кафе
2026-01-13 09:00:00,TX_000297,221.56,АЗС
2026-01-13 10:00:00,TX_000298,587.61,Кафе
2026-01-13 11:00:00,TX_000299,144.61,Супермаркеты
2026-01-13 12:00:00,TX_000300,126.53,АЗС
2026-01-13 13:00:00,TX_000301,478.95,Кафе
2026-01-13 14:00:00,TX_000302,488.96,Транспорт
2026-01-13 15:00:00,TX_000303,607.27,Супермаркеты
2026-01-13 16:00:00,TX_000304,747.48,Супермаркеты
2026-01-13 17:00:00,TX_000305,1961.78,Супермаркеты
2026-01-13 18:00:00,TX_000306,463.15,Транспорт
2026-01-13 19:00:00,TX_000307,295.01,Транспорт
2026-01-13 20:00:00,TX_000308,892.83,Аптеки
2026-01-13 21:00:00,TX_000309,257.93,Кафе
2026-01-13 22:00:00,TX_000310,388.99,Аптеки
2026-01-13 23:00:00,TX_000311,140.85,Кафе
2026-01-14 00:00:00,TX_000312,112.84,Транспорт
2026-01-14 01:00:00,TX_000313,1743.69,Транспорт
2026-01-14 02:00:00,TX_000314,1003.88,Аптеки
2026-01-14 03:00:00,TX_000315,695.32,АЗС
2026-01-14 04:00:00,TX_000316,362.93,Аптеки
2026-01-14 05:00:00,TX_000317,195.15,Кафе
2026-01-14 06:00:00,TX_000318,185.06,Аптеки
2026-01-14 07:00:00,TX_000319,244.0,Супермаркеты
2026-01-14 08:00:00,TX_000320,498.4,Кафе
2026-01-14 09:00:00,TX_000321,726.92,Кафе
2026-01-14 10:00:00,TX_000322,639.7,АЗС
2026-01-14 11:00:00,TX_000323,264.21,Транспорт
2026-01-14 12:00:00,TX_000324,1649.05,Кафе
2026-01-14 13:00:00,TX_000325,769.51,Транспорт
2026-01-14 14:00:00,TX_000326,504.12,Аптеки
2026-01-14 15:00:00,TX_000327,573.02,Супермаркеты
2026-01-14 16:00:00,TX_000328,372.02,АЗС
2026-01-14 17:00:00,TX_000329,242.33,Транспорт
2026-01-14 18:00:00,TX_000330,320.01,Кафе
2026-01-14 19:00:00,TX_000331,809.09,Транспорт
2026-01-14 20:00:00,TX_000332,107.25,Кафе
2026-01-14 21:00:00,TX_000333,161.69,Транспорт
2026-01-14 22:00:00,TX_000334,123.55,Кафе
2026-01-14 23:00:00,TX_000335,120.79,Аптеки
2026-01-15 00:00:00,TX_000336,1067.1,Кафе
2026-01-15 01:00:00,TX_000337,708.12,Кафе
2026-01-15 02:00:00,TX_000338,421.39,Супермаркеты
2026-01-15 03:00:00,TX_000339,151.48,Кафе
2026-01-15 04:00:00,TX_000340,438.26,Супермаркеты
2026-01-15 05:00:00,TX_000341,420.73,АЗС
2026-01-15 06:00:00,TX_000342,195.1,Супермаркеты
2026-01-15 07:00:00,TX_000343,384.45,Аптеки
2026-01-15 08:00:00,TX_000344,354.17,Супермаркеты
2026-01-15 09:00:00,TX_000345,578.36,АЗС
2026-01-15 10:00:00,TX_000346,604.06,Аптеки
2026-01-15 11:00:00,TX_000347,123.18,Транспорт
2026-01-15 12:00:00,TX_000348,334.69,Транспорт
2026-01-15 13:00:00,TX_000349,591.56,Супермаркеты
2026-01-15 14:00:00,TX_000350,449.72,Супермаркеты
2026-01-15 15:00:00,TX_000351,1070.67,АЗС
2026-01-15 16:00:00,TX_000352,637.49,АЗС
2026-01-15 17:00:00,TX_000353,188.93,Кафе
2026-01-15 18:00:00,TX_000354,136.59,АЗС
2026-01-15 19:00:00,TX_000355,614.2,Кафе
2026-01-15 20:00:00,TX_000356,113.43,Аптеки
2026-01-15 21:00:00,TX_000357,540.67,Супермаркеты
2026-01-15 22:00:00,TX_000358,1508.63,Аптеки
2026-01-15 23:00:00,TX_000359,528.39,АЗС
2026-01-16 00:00:00,TX_000360,345.65,Аптеки
2026-01-16 01:00:00,TX_000361,615.41,Аптеки
2026-01-16 02:00:00,TX_000362,406.48,Аптеки
2026-01-16 03:00:00,TX_000363,494.41,АЗС
2026-01-16 04:00:00,TX_000364,1519.06,Аптеки
2026-01-16 05:00:00,TX_000365,343.96,Кафе
2026-01-16 06:00:00,TX_000366,1724.55,АЗС
2026-01-16 07:00:00,TX_000367,1278.79,Аптеки
2026-01-16 08:00:00,TX_000368,208.95,АЗС
2026-01-16 09:00:00,TX_000369,135.94,Транспорт
2026-01-16 10:00:00,TX_000370,153.11,Кафе
2026-01-16 11:00:00,TX_000371,109.19,Аптеки
2026-01-16 12:00:00,TX_000372,149.6,Транспорт
2026-01-16 13:00:00,TX_000373,674.44,Транспорт
2026-01-16 14:00:00,TX_000374,128201.53,АЗС
2026-01-16 15:00:00,TX_000375,292.08,Транспорт
2026-01-16 16:00:00,TX_000376,1031.76,Кафе
2026-01-16 17:00:00,TX_000377,111.77,Кафе
2026-01-16 18:00:00,TX_000378,942.27,Супермаркеты
2026-01-16 19:00:00,TX_000379,265.54,Кафе
2026-01-16 20:00:00,TX_000380,162.88,Транспорт
2026-01-16 21:00:00,TX_000381,696.58,Кафе
2026-01-16 22:00:00,TX_000382,133826.54,АЗС
2026-01-16 23:00:00,TX_000383,1149.71,Супермаркеты
2026-01-17 00:00:00,TX_000384,764.15,Транспорт
2026-01-17 01:00:00,TX_000385,913.5,Супермаркеты
2026-01-17 02:00:00,TX_000386,265.67,Транспорт
2026-01-17 03:00:00,TX_000387,197.67,АЗС
2026-01-17 04:00:00,TX_000388,794.38,Супермаркеты
2026-01-17 05:00:00,TX_000389,922.1,Аптеки
2026-01-17 06:00:00,TX_000390,2428.5,Транспорт
2026-01-17 07:00:00,TX_000391,366.04,Аптеки
2026-01-17 08:00:00,TX_000392,332.62,Супермаркеты
2026-01-17 09:00:00,TX_000393,848.98,Аптеки
2026-01-17 10:00:00,TX_000394,308.37,Аптеки
2026-01-17 11:00:00,TX_000395,1435.07,Супермаркеты
2026-01-17 12:00:00,TX_000396,1077.42,АЗС
2026-01-17 13:00:00,TX_000397,380.18,Аптеки
2026-01-17 14:00:00,TX_000398,794.89,Аптеки
2026-01-17 15:00:00,TX_000399,802.32,АЗС
2026-01-17 16:00:00,TX_000400,154.42,Аптеки
2026-01-17 17:00:00,TX_000401,1264.22,Аптеки
2026-01-17 18:00:00,TX_000402,451.85,Аптеки
2026-01-17 19:00:00,TX_000403,975.67,Кафе
2026-01-17 20:00:00,TX_000404,292.87,АЗС
2026-01-17 21:00:00,TX_000405,1229.4,Аптеки
2026-01-17 22:00:00,TX_000406,346.49,АЗС
2026-01-17 23:00:00,TX_000407,105.45,Транспорт
2026-01-18 00:00:00,TX_000408,1278.95,Транспорт
2026-01-18 01:00:00,TX_000409,147.86,Аптеки
2026-01-18 02:00:00,TX_000410,292.33,АЗС
2026-01-18 03:00:00,TX_000411,1598.49,АЗС
2026-01-18 04:00:00,TX_000412,1603.97,АЗС
2026-01-18 05:00:00,TX_000413,526.0,Кафе
2026-01-18 06:00:00,TX_000414,599.62,Транспорт
2026-01-18 07:00:00,TX_000415,397.51,АЗС
2026-01-18 08:00:00,TX_000416,273.51,АЗС
2026-01-18 09:00:00,TX_000417,299.24,Кафе
2026-01-18 10:00:00,TX_000418,658.16,Кафе
2026-01-18 11:00:00,TX_000419,797.92,АЗС
2026-01-18 12:00:00,TX_000420,884.1,Супермаркеты
2026-01-18 13:00:00,TX_000421,879.42,АЗС
2026-01-18 14:00:00,TX_000422,147.82,АЗС
2026-01-18 15:00:00,TX_000423,441.02,Кафе
2026-01-18 16:00:00,TX_000424,129.64,Кафе
2026-01-18 17:00:00,TX_000425,498.73,АЗС
2026-01-18 18:00:00,TX_000426,391.28,АЗС
2026-01-18 19:00:00,TX_000427,1193.31,АЗС
2026-01-18 20:00:00,TX_000428,316.1,Кафе
2026-01-18 21:00:00,TX_000429,162.25,АЗС
2026-01-18 22:00:00,TX_000430,177.15,АЗС
2026-01-18 23:00:00,TX_000431,816.72,Аптеки
2026-01-19 00:00:00,TX_000432,581.45,Супермаркеты
2026-01-19 01:00:00,TX_000433,153.3,Транспорт
2026-01-19 02:00:00,TX_000434,143.93,Супермаркеты
2026-01-19 03:00:00,TX_000435,703.6,Аптеки
2026-01-19 04:00:00,TX_000436,137.77,Транспорт
2026-01-19 05:00:00,TX_000437,962.59,АЗС
2026-01-19 06:00:00,TX_000438,712.5,Аптеки
2026-01-19 07:00:00,TX_000439,142.42,АЗС
2026-01-19 08:00:00,TX_000440,144.33,Кафе
2026-01-19 09:00:00,TX_000441,2257.73,Аптеки
2026-01-19 10:00:00,TX_000442,334.42,Кафе
2026-01-19 11:00:00,TX_000443,331.53,Аптеки
2026-01-19 12:00:00,TX_000444,937.79,Аптеки
2026-01-19 13:00:00,TX_000445,1571.08,Кафе
2026-01-19 14:00:00,TX_000446,2234.39,Транспорт
2026-01-19 15:00:00,TX_000447,799.95,Супермаркеты
2026-01-19 16:00:00,TX_000448,336.01,АЗС
2026-01-19 17:00:00,TX_000449,143.6,Аптеки
2026-01-19 18:00:00,TX_000450,850.62,АЗС
2026-01-19 19:00:00,TX_000451,508.68,Кафе
2026-01-19 20:00:00,TX_000452,376.02,АЗС
2026-01-19 21:00:00,TX_000453,1284.12,Кафе
2026-01-19 22:00:00,TX_000454,158.94,АЗС
2026-01-19 23:00:00,TX_000455,439.25,Супермаркеты
2026-01-20 00:00:00,TX_000456,105.71,Супермаркеты
2026-01-20 01:00:00,TX_000457,416.18,Супермаркеты
2026-01-20 02:00:00,TX_000458,128.98,Супермаркеты
2026-01-20 03:00:00,TX_000459,163.25,Супермаркеты
2026-01-20 04:00:00,TX_000460,162.51,Супермаркеты
2026-01-20 05:00:00,TX_000461,623.78,Кафе
2026-01-20 06:00:00,TX_000462,785.3,Аптеки
2026-01-20 07:00:00,TX_000463,537.78,АЗС
2026-01-20 08:00:00,TX_000464,1737.36,Супермаркеты
2026-01-20 09:00:00,TX_000465,334.9,Кафе
2026-01-20 10:00:00,TX_000466,268.23,Кафе
2026-01-20 11:00:00,TX_000467,1114.75,Кафе
2026-01-20 12:00:00,TX_000468,226.54,Аптеки
2026-01-20 13:00:00,TX_000469,1751.44,АЗС
2026-01-20 14:00:00,TX_000470,106.11,Аптеки
2026-01-20 15:00:00,TX_000471,1851.26,Транспорт
2026-01-20 16:00:00,TX_000472,122.06,Кафе
2026-01-20 17:00:00,TX_000473,1208.86,Транспорт
2026-01-20 18:00:00,TX_000474,475.07,Супермаркеты
2026-01-20 19:00:00,TX_000475,2578.41,Супермаркеты
2026-01-20 20:00:00,TX_000476,138.33,Аптеки
2026-01-20 21:00:00,TX_000477,503.55,АЗС
2026-01-20 22:00:00,TX_000478,1841.79,Транспорт
